account_id,amount,duration,status,balance,min_balance,std_balance,max_balance,last_balance,credits,income,std_income,last_income,expenses,std_expenses,last_expenses,insurance,household,sanctions,card,gender,frequency,region,age,relocation,account
2532338,38315,12,0,48227.99,11579.1,7378.06,121723.4,22804.6,184.09,40342.88,21767.95,5628.0,31835.61,18858.3,12361.3,0.0,0.0,0.0,0,0,1,7,49.0,0.0,68
13566712,160635,24,0,43031.2,31228.8,14736.46,125639.2,31868.1,294.79,28533.88,35335.49,35766.0,34357.13,34317.52,18849.5,0.0,0.0,0.0,0,0,1,2,51.0,0.0,52
12934775,67566,12,0,39096.99,13371.1,6144.05,62905.0,17145.1,137.04,18717.61,2904.61,16026.0,20564.76,8044.27,28677.0,0.0,1.0,0.0,0,0,1,4,49.0,1.0,99
8489831,92932,36,0,58102.06,19599.5,18023.11,104411.2,38044.9,168.02,37143.07,7252.29,39059.0,37514.71,17675.54,40786.1,0.0,0.0,0.0,0,1,0,4,34.0,1.0,65
15320013,184477,24,0,33823.94,12898.2,7894.36,64254.6,39162.4,143.56,20954.48,27456.31,13758.0,33657.22,19847.04,24316.1,0.0,0.0,0.0,0,1,0,4,36.0,0.0,64
15943690,44076,24,0,65598.41,14931.1,19464.01,123914.1,43080.0,222.4,53268.66,28567.33,30496.0,55221.15,24255.29,63295.1,0.0,1.0,0.0,2,1,1,4,26.0,0.0,61
14935011,137982,24,0,59033.32,28357.2,11745.14,115653.7,24269.2,145.89,44406.98,6045.92,27762.0,28743.61,10301.28,23815.3,0.0,0.0,0.0,0,1,1,1,44.0,0.0,46
14925322,60803,24,0,32011.77,10400.7,5322.15,54059.1,21267.5,137.95,24310.97,4059.78,8592.0,11966.02,6186.71,3534.5,0.0,1.0,0.0,0,0,1,6,19.0,0.0,55
14499002,50518,12,0,30889.86,10696.1,14084.28,64263.8,10133.1,228.31,17612.73,3561.15,7732.0,17116.68,7567.06,17564.4,0.0,1.0,0.0,0,0,1,1,30.0,0.0,38
5192943,61314,12,0,35662.45,13624.3,7357.42,129297.8,31743.6,149.03,31463.67,27220.25,15730.0,24111.68,29961.26,8357.3,0.0,1.0,0.0,0,0,1,7,53.0,0.0,52
97896,43120,12,0,31511.58,8058.0,6956.23,44367.6,21209.0,293.4,17950.88,2066.48,11877.0,7810.3,5867.86,9578.2,0.0,1.0,0.0,0,0,1,1,20.0,0.0,35
7601969,134236,48,0,39413.95,7840.3,13222.78,132370.2,19342.0,217.02,18755.85,31021.19,14087.0,46064.42,27805.46,19124.9,0.0,1.0,0.0,0,1,1,4,43.0,0.0,89
1419067,236386,24,0,44827.59,25867.9,11193.09,87997.3,41462.2,180.16,41167.97,4937.92,39687.0,17923.4,23516.8,26587.4,0.0,1.0,0.0,0,0,0,2,27.0,1.0,28
6028118,75278,24,0,28954.37,16953.3,9225.06,52730.1,51456.7,150.9,21295.28,1138.21,27006.0,15893.9,7727.44,8003.1,0.0,0.0,0.0,0,0,1,0,35.0,0.0,29
3202150,60108,24,0,33269.57,17435.3,6560.38,55392.8,26240.7,146.37,15024.03,3384.28,13095.0,16410.85,6339.31,14283.9,0.0,1.0,0.0,2,1,1,7,27.0,0.0,61
11396440,81522,24,0,68116.83,13864.4,18526.77,139262.2,70220.5,313.75,53180.3,54440.72,86652.0,56618.01,37354.24,82902.7,0.0,1.0,0.0,2,1,1,4,22.0,0.0,49
1890937,55042,24,0,38690.32,26036.3,7667.59,61079.1,30774.0,159.62,17568.04,610.28,23859.0,13525.95,6789.81,16955.5,0.0,0.0,0.0,2,1,1,7,55.0,0.0,40
11183381,57090,12,0,49766.83,10801.4,9513.48,121842.1,37868.0,181.62,41948.66,6308.09,21103.0,35610.51,25048.72,34378.3,0.0,0.0,0.0,0,1,1,4,26.0,0.0,95
6204168,33900,12,0,40909.04,14667.6,5800.47,62721.7,40211.3,167.12,22496.91,4894.4,22293.0,17737.23,13493.62,20226.9,0.0,1.0,0.0,0,1,1,4,37.0,0.0,60
8186038,202345,24,0,34295.45,7039.3,8100.83,116509.2,39585.0,169.35,24037.12,24107.79,20695.0,23281.03,30532.78,22871.5,0.0,1.0,0.0,0,1,1,2,42.0,1.0,69
323542,41947,12,0,44355.44,18281.3,10795.5,59132.6,31527.0,187.41,15840.42,5050.8,11031.0,30192.47,6153.24,7194.0,0.0,0.0,0.0,3,1,1,0,28.0,0.0,82
10400880,61892,12,0,52833.78,3221.1,16921.45,117091.3,54225.0,223.77,53604.51,35325.87,12717.0,45564.19,32547.14,12459.3,0.0,0.0,0.0,0,1,1,4,45.0,0.0,94
16235832,74505,12,0,48813.2,20516.7,16681.91,116186.4,34788.5,189.55,40347.97,4947.07,48264.0,36605.07,29626.85,64325.2,0.0,0.0,0.0,2,1,1,2,30.0,0.0,59
1772619,202288,36,0,34192.44,20221.9,6700.67,57741.5,59806.7,164.1,23912.14,29920.84,16133.0,18924.92,5415.56,6737.6,0.0,0.0,0.0,0,0,1,5,31.0,1.0,61
1969869,55874,12,0,56942.73,12778.6,18369.21,129931.2,53497.5,359.96,44977.67,29729.35,95980.0,40220.82,29744.77,70846.1,0.0,0.0,0.0,0,1,1,1,27.0,1.0,73
12786413,28264,24,0,45396.6,19403.2,5434.79,67815.5,28202.0,154.72,17071.84,19302.23,530.0,15586.38,5374.4,20743.5,0.0,0.0,0.0,2,1,1,7,31.0,0.0,37
4062306,54479,12,0,55024.42,12612.0,14611.49,128893.3,62557.5,230.11,43703.25,40823.02,16901.0,43801.22,21160.72,58415.1,0.0,1.0,0.0,0,1,1,1,25.0,0.0,77
15968311,77862,24,0,25074.02,12774.3,6142.01,54133.0,31011.8,149.65,14011.0,4913.28,27592.0,10511.03,5529.28,19539.3,0.0,1.0,0.0,0,1,1,6,53.0,0.0,37
16532003,86153,48,0,44120.58,16109.4,8761.52,52838.2,43698.2,166.8,17663.1,2769.0,3587.0,13768.53,11808.98,15135.4,0.0,0.0,0.0,0,1,1,4,39.0,0.0,16
9138005,118195,24,0,39858.37,19707.7,8539.47,55225.7,60464.7,185.98,15282.79,6015.65,10117.0,14502.93,7800.23,20222.1,1.0,1.0,0.0,0,0,1,5,36.0,0.0,54
2946096,47893,12,0,53891.82,11649.5,11071.55,147641.3,52661.8,145.37,27954.07,5288.58,55460.0,41255.58,22968.8,58059.3,0.0,1.0,0.0,0,1,1,2,30.0,0.0,53
3054857,19011,24,0,55469.21,11909.1,16337.68,74827.6,49226.0,221.72,24412.76,29980.58,29430.0,21093.96,24265.19,28954.7,0.0,0.0,0.0,0,1,1,2,37.0,0.0,50
11654239,41700,12,0,56828.98,21231.3,11086.07,63073.5,57375.4,327.39,19887.14,1618.02,38116.0,28148.05,7494.65,27876.5,0.0,0.0,0.0,0,1,1,1,23.0,0.0,47
4657762,173267,12,0,53171.33,20185.3,10575.79,112001.8,35117.0,287.65,43176.34,7960.09,30611.0,36835.13,12914.66,39547.3,0.0,0.0,0.0,0,1,1,0,40.0,0.0,51
9662451,69134,12,0,47389.17,9953.5,8930.61,77622.1,38644.3,222.82,20599.18,21370.53,17138.0,22085.19,27873.98,28249.6,0.0,1.0,0.0,0,1,1,1,39.0,0.0,38
11077280,58599,12,0,38759.08,10284.6,6697.26,73212.5,26741.7,163.92,15548.3,2863.45,4880.0,16115.81,9581.26,32439.4,1.0,1.0,0.0,0,1,2,0,43.0,0.0,41
14640205,85494,12,0,33275.22,16259.4,4945.48,47810.8,30990.2,299.48,17586.27,1719.71,12117.0,8654.47,5819.25,10212.2,0.0,0.0,0.0,0,0,1,1,18.0,0.0,35
3694756,71694,12,0,35717.91,23942.5,7381.96,62551.5,31248.8,146.79,18425.23,2895.81,23545.0,18415.94,9008.3,16646.5,1.0,1.0,0.0,2,1,1,5,40.0,0.0,61
5212376,202774,48,0,51961.05,22494.8,14393.27,128745.5,52313.2,230.97,46670.66,33403.6,21450.0,40080.45,22746.41,33272.4,0.0,1.0,0.0,0,1,0,7,17.0,1.0,75
10689975,96364,12,0,69970.44,21633.2,23601.44,108883.0,68378.3,346.78,53438.99,9407.82,48172.0,41568.17,30029.15,65643.1,0.0,1.0,0.0,0,0,1,4,36.0,0.0,54
14940412,149331,48,0,28328.71,16103.5,7093.34,41236.8,28419.4,135.86,21633.68,3329.99,20904.0,12856.47,9398.78,12827.1,0.0,1.0,0.0,0,0,1,4,32.0,0.0,45
13247283,102530,24,0,52177.69,21703.5,17048.0,69103.7,44814.9,227.97,21439.52,5385.98,39276.0,25543.51,11514.41,39121.7,0.0,0.0,0.0,0,1,1,0,35.0,0.0,69
3638249,67897,24,0,37707.65,24612.5,11083.56,67782.0,60870.2,207.68,17069.69,21243.93,59585.0,11908.14,8174.64,25252.9,0.0,0.0,0.0,0,1,1,5,24.0,0.0,17
9929713,59306,12,0,37904.31,5294.8,13684.55,84030.5,20918.9,196.72,41290.62,29191.54,27405.0,35440.19,20179.64,17042.8,0.0,0.0,0.0,0,0,1,2,31.0,0.0,43
16638186,25664,12,0,53882.64,25366.2,15402.75,84641.2,45624.0,177.16,36296.19,32440.38,7681.0,26802.83,10310.9,38676.2,0.0,0.0,0.0,0,1,0,5,39.0,0.0,65
7560025,178114,24,0,57234.78,27529.0,15182.61,81408.1,57752.6,291.3,23133.12,11858.16,21277.0,25818.64,5546.73,18566.2,0.0,0.0,0.0,0,0,1,2,47.0,0.0,22
4652561,43242,24,0,56800.02,21852.6,16610.82,111932.3,42380.7,333.23,19055.32,20533.91,15231.0,26324.89,8192.63,24144.4,0.0,1.0,0.0,0,0,2,0,18.0,0.0,15
10565318,83055,12,0,31859.07,18662.9,5243.67,47930.7,54187.3,189.89,14585.86,5588.5,34342.0,19131.11,4557.18,18481.8,0.0,0.0,0.0,0,0,0,3,48.0,0.0,23
7921755,157295,24,0,53325.45,6320.1,10264.85,139060.3,36645.7,205.48,26592.12,29450.52,20491.0,25069.12,37465.85,34294.3,0.0,1.0,0.0,0,0,1,1,46.0,0.0,82
16386511,36216,12,0,36338.59,10832.8,11889.67,64208.0,29636.9,169.06,14229.79,3371.34,8934.0,15298.24,3721.43,17442.6,0.0,1.0,0.0,0,0,1,0,31.0,0.0,67
12612306,321823,24,0,50748.57,13775.1,11185.2,113619.6,24565.6,215.86,51147.99,37258.36,36554.0,45408.52,29079.79,18930.1,0.0,1.0,0.0,0,1,1,5,55.0,0.0,99
12409297,77619,12,0,56075.22,22046.1,11619.69,105090.4,31777.5,304.4,32984.03,2596.8,25288.0,23250.39,11535.56,9282.5,0.0,0.0,0.0,0,1,1,6,23.0,1.0,43
5384364,130854,36,0,32014.14,25935.6,3708.95,43958.7,67064.9,137.74,18820.64,2236.75,14187.0,2625.86,2635.08,4885.5,0.0,0.0,0.0,0,1,1,5,29.0,0.0,15
5008690,173260,24,0,55558.98,9964.8,16338.53,144656.0,64334.7,376.04,45222.21,7661.65,33604.0,37674.8,25598.64,41108.1,0.0,1.0,0.0,0,1,1,2,32.0,0.0,78
166569,42798,24,0,55540.97,26102.1,15401.56,70423.4,74587.6,327.98,20198.64,5886.17,37434.0,21392.15,8868.53,9339.9,0.0,0.0,0.0,0,0,1,6,27.0,0.0,36
6699212,128099,24,0,38816.78,10237.9,16340.36,79342.0,35549.4,213.38,23908.27,2126.83,8789.0,29509.0,11681.79,34844.0,0.0,1.0,0.0,0,1,1,2,55.0,0.0,66
34527,75569,12,0,43325.49,19573.8,8794.2,73594.8,50904.8,243.68,23150.85,1230.05,10904.0,13670.26,11552.67,13181.2,0.0,1.0,0.0,0,1,1,1,39.0,0.0,44
5474572,6591,12,0,38274.17,18144.7,6673.94,74764.2,41319.1,183.47,15433.76,5949.27,13814.0,10083.03,7457.2,31571.8,0.0,0.0,0.0,0,0,1,6,30.0,0.0,55
994445,61911,24,0,32951.24,11604.1,15434.86,127813.2,16918.4,141.22,35955.51,29954.29,28249.0,20500.52,22313.06,35376.6,0.0,1.0,0.0,0,1,1,7,34.0,0.0,47
10642563,47078,24,0,40430.16,20081.1,7856.33,61237.3,46277.8,154.08,21244.41,4759.57,33721.0,16294.8,2999.98,9437.7,0.0,0.0,0.0,3,1,1,6,27.0,0.0,22
697920,45182,12,0,44979.06,19814.1,7027.28,69051.0,49947.4,166.74,17665.42,2945.5,11990.0,17624.12,7834.83,14335.4,0.0,0.0,0.0,0,0,1,1,24.0,0.0,56
12581073,11713,12,0,26392.53,8107.7,3620.29,47659.3,22865.6,75.45,11632.51,1847.47,18302.0,10019.54,4276.06,12136.5,0.0,1.0,0.0,0,1,1,2,45.0,0.0,55
9044589,84013,12,0,26631.54,13673.2,5948.14,53614.1,24081.0,141.49,16106.98,3439.13,26210.0,15341.39,8167.81,18093.9,0.0,1.0,0.0,0,0,1,6,33.0,0.0,20
15860263,46674,12,0,31620.85,14906.8,8242.62,65485.3,22714.3,144.68,21261.3,4793.36,26672.0,39950.64,16281.29,18322.2,0.0,1.0,0.0,0,1,1,4,52.0,0.0,71
2289368,56152,12,0,31286.18,8831.3,11053.12,70395.7,20949.3,183.36,41999.86,4703.27,43424.0,33099.11,9156.1,18579.8,0.0,1.0,0.0,0,0,1,5,52.0,0.0,55
14998187,66090,24,0,41624.03,17891.9,12069.33,124785.5,31539.9,170.06,29133.38,29939.86,7755.0,34523.06,28631.72,15595.2,0.0,0.0,0.0,0,0,0,7,25.0,0.0,54
9389297,46660,12,0,52597.24,19943.1,7938.92,43860.3,27919.8,380.93,15105.56,5540.5,13800.0,23171.02,5166.6,19355.2,0.0,1.0,0.0,0,0,1,1,23.0,1.0,73
5641199,78638,24,0,59935.65,23912.7,16298.99,109788.4,70323.7,326.05,57688.33,5081.76,70995.0,26451.6,18092.1,26906.9,0.0,0.0,0.0,0,0,2,6,54.0,0.0,16
6284814,46907,24,0,55748.44,23751.8,10628.92,63010.4,31769.3,305.11,21940.47,3610.45,13416.0,21207.76,27289.91,9308.7,0.0,0.0,0.0,0,0,1,1,26.0,0.0,33
5640437,64209,24,0,25038.28,4592.4,4726.48,50884.7,43711.4,117.19,14542.77,25492.93,12784.0,15475.1,8668.1,7034.4,0.0,1.0,0.0,2,0,1,3,22.0,1.0,70
11366888,65922,24,0,36337.58,22818.8,7331.7,57343.6,29930.0,226.29,25860.21,4340.53,345.0,18519.2,8172.93,9845.2,0.0,1.0,0.0,0,0,1,2,17.0,1.0,23
7881838,31940,12,0,49248.21,10684.5,9760.46,131160.5,67650.1,186.99,35838.35,34729.91,48875.0,33251.94,34132.37,36635.5,0.0,1.0,0.0,2,1,0,4,35.0,0.0,74
15621668,154975,12,0,32319.82,13150.0,4938.05,62744.7,13743.9,162.62,16382.43,3996.27,24377.0,12255.51,6093.12,30801.2,1.0,1.0,0.0,0,1,1,1,25.0,0.0,71
8276985,125441,24,0,64704.69,14750.1,18926.84,136502.7,65849.7,242.6,52242.85,43980.33,70808.0,51825.3,40733.17,45403.2,0.0,1.0,0.0,0,1,1,4,43.0,0.0,69
6805752,67633,12,0,58879.23,18786.9,10290.5,65867.9,35563.7,196.57,35443.48,5996.12,35163.0,30725.67,12769.56,16932.3,0.0,0.0,0.0,2,1,1,3,42.0,0.0,75
8423928,36179,24,0,57935.99,26114.2,7046.04,123075.4,46124.8,214.46,38206.0,32981.34,7244.0,31661.2,19679.68,26591.1,0.0,0.0,0.0,2,1,1,4,49.0,0.0,66
13844692,51953,12,0,37032.15,24842.8,4058.29,61127.6,42209.7,124.47,20028.11,4459.5,17855.0,9470.92,7546.13,10401.4,0.0,0.0,0.0,0,0,1,6,32.0,0.0,17
451561,26733,24,0,46578.06,13857.6,6699.75,61598.7,21997.9,231.94,32793.16,3313.03,16033.0,27341.38,19314.08,35792.3,0.0,1.0,0.0,0,1,1,0,21.0,1.0,68
4553298,95948,24,0,32662.81,14399.2,8832.08,72747.8,31533.4,183.28,20772.92,3995.17,25157.0,21112.38,9780.12,28469.6,0.0,1.0,0.0,0,1,1,4,40.0,0.0,84
3875280,63659,12,0,32185.23,19757.9,5493.13,50678.4,27909.6,98.59,17372.45,3226.38,7158.0,9522.23,3073.85,7327.3,0.0,0.0,0.0,0,1,1,7,40.0,0.0,36
14850380,42303,12,0,48071.62,14070.1,16225.59,140802.1,39240.3,146.81,24709.68,36354.73,118551.0,34224.4,33695.12,99626.3,0.0,1.0,0.0,0,0,1,5,38.0,0.0,53
654156,29349,12,0,34133.78,13305.7,6213.27,49439.3,22134.8,100.1,14791.88,3564.08,14932.0,17635.41,7562.97,18485.2,0.0,0.0,0.0,0,0,1,2,54.0,0.0,46
8701341,65646,12,0,58636.78,20939.6,17236.04,108688.9,68193.1,440.14,30527.91,39330.14,10550.0,41491.67,35979.67,54666.0,0.0,0.0,0.0,3,0,0,2,27.0,1.0,82
4187283,135216,24,0,57200.26,13699.2,17445.5,138204.3,61342.1,268.34,40390.15,42065.1,72968.0,44543.53,29052.33,98954.5,0.0,0.0,0.0,0,0,2,4,26.0,0.0,49
1184465,23299,12,0,29508.22,8661.1,8205.62,128376.7,35159.0,136.18,36043.94,4317.28,24862.0,25553.05,21090.55,16320.0,0.0,1.0,0.0,0,0,1,5,46.0,0.0,76
11304368,4980,12,0,29652.96,8031.8,3857.95,42335.3,19451.6,234.29,9893.86,2315.27,15736.0,12358.0,4060.58,5738.1,0.0,1.0,0.0,0,0,1,2,43.0,1.0,64
11122186,27345,24,0,35935.51,20431.0,13585.03,68002.6,33910.0,153.76,23289.6,4201.26,25730.0,22665.45,14414.8,32047.9,1.0,1.0,0.0,2,1,1,1,28.0,0.0,53
8039048,94971,24,0,48065.54,7601.2,15167.67,120327.9,31346.1,218.55,26320.39,27067.56,38419.0,50587.06,33073.85,29251.7,0.0,1.0,0.0,0,1,1,0,47.0,1.0,69
301443,207709,36,0,42622.38,16376.9,12084.44,111973.5,35318.2,169.53,22562.36,30543.21,32168.0,43275.96,20094.15,11159.4,0.0,0.0,0.0,0,1,1,7,21.0,0.0,20
1861338,54776,12,0,36354.51,10262.3,3234.6,37837.8,47227.7,202.79,12943.81,3169.39,10575.0,6054.37,392.56,19036.4,0.0,0.0,0.0,0,0,1,7,47.0,0.0,32
9429136,54066,24,0,33428.27,7316.0,15184.99,127432.3,25549.2,302.07,45596.15,31739.39,15467.0,42243.96,25874.0,24518.9,0.0,1.0,0.0,0,1,1,5,54.0,0.0,87
16500693,77381,24,0,57807.53,25453.5,16481.97,136644.3,22638.1,238.85,51057.41,43443.76,23493.0,43419.3,39457.39,33133.0,0.0,0.0,0.0,2,0,1,6,29.0,0.0,44
111395,64438,24,0,40191.98,16436.0,10392.53,82082.9,35710.0,179.66,20304.03,1690.54,17514.0,29362.32,11106.86,10312.6,0.0,1.0,0.0,0,1,1,1,40.0,0.0,49
4663981,94182,24,0,59821.6,26883.4,17119.78,141648.4,40526.0,336.46,46101.31,5601.17,25398.0,38725.34,13317.46,37159.2,0.0,0.0,0.0,2,1,1,1,56.0,0.0,71
5797170,137041,36,0,43482.06,23466.9,6930.94,56802.5,22723.7,158.84,33007.62,5815.88,18765.0,31892.54,13765.29,33299.1,0.0,0.0,0.0,0,1,1,5,32.0,0.0,41
13556755,107843,24,0,27323.04,15855.7,6545.55,67997.4,39585.8,134.23,19387.61,3075.16,16439.0,20335.27,8445.73,22449.9,0.0,1.0,0.0,0,0,1,6,36.0,1.0,55
8372296,52861,12,0,52683.44,23724.3,19506.98,136929.6,55316.8,255.36,39624.46,38256.54,89362.0,32063.31,36492.26,39299.0,0.0,0.0,0.0,0,1,0,0,32.0,0.0,59
14596533,186484,24,0,61503.48,36453.9,20685.13,124993.2,37138.4,293.89,37854.6,8495.46,15805.0,46887.84,33083.45,53136.2,0.0,0.0,0.0,0,0,1,1,37.0,0.0,20
12074555,168029,24,0,43836.71,11130.0,15566.72,113129.9,26573.9,189.34,32554.93,34790.97,60488.0,25921.46,10741.12,37583.1,0.0,1.0,0.0,0,1,1,1,36.0,0.0,50
6173124,31464,48,0,43893.78,20131.9,4995.43,57753.6,26692.3,224.08,16910.38,2144.33,18840.0,18794.46,3063.06,22446.3,0.0,0.0,0.0,0,1,1,4,35.0,0.0,73
8745296,76514,12,0,66750.79,20442.7,20244.13,112496.9,63892.8,402.7,35941.32,4540.66,38224.0,34066.95,12874.36,27502.0,0.0,1.0,0.0,0,0,1,1,18.0,1.0,82
15873819,37505,12,0,48202.88,18178.2,5880.95,50501.9,35168.9,200.48,22234.69,4655.38,23501.0,20418.56,5229.78,15021.1,0.0,0.0,0.0,0,1,1,4,51.0,0.0,61
13401916,160998,24,0,66301.04,29952.3,13662.17,82545.3,70540.5,318.43,47057.53,33283.65,55077.0,34916.37,19420.7,35537.4,0.0,0.0,0.0,0,0,2,1,36.0,0.0,18
5312595,77360,12,0,66586.34,24595.3,17299.7,115490.8,43135.5,415.35,47773.15,6824.11,42578.0,41459.35,19751.73,60382.5,0.0,0.0,0.0,0,1,1,3,30.0,0.0,37
13066792,62431,12,0,32429.88,13758.6,8838.45,57381.4,30849.4,308.12,11661.78,19523.8,350.0,6450.91,9100.35,7921.5,1.0,0.0,0.0,2,0,1,6,15.0,0.0,80
3454009,21114,24,0,42175.9,17969.7,10667.76,56902.2,33655.9,319.7,19354.26,2553.5,26502.0,25227.52,3002.23,20172.0,0.0,1.0,0.0,0,0,1,1,45.0,0.0,26
1197834,77157,24,0,54666.22,13104.8,14861.81,94450.5,67068.3,375.44,54584.86,34589.13,83160.0,34476.99,32118.96,87912.5,0.0,0.0,0.0,0,1,1,4,53.0,0.0,92
15840853,172369,24,0,36414.51,15582.3,7930.27,118236.0,25843.4,156.19,37412.97,30201.51,13649.0,23366.82,29397.54,22602.2,0.0,1.0,0.0,0,0,1,1,29.0,1.0,68
5708238,291816,60,0,39665.54,21654.7,16532.05,110582.4,78604.5,120.26,23887.68,20979.65,33298.0,40347.23,24896.03,41309.6,0.0,1.0,0.0,2,1,0,1,21.0,1.0,74
1357253,38876,12,0,50339.04,22849.5,13305.5,127562.6,57859.7,263.2,20541.6,26285.32,42855.0,31821.13,8930.21,18163.2,0.0,0.0,0.0,0,0,1,6,23.0,0.0,15
3731081,134422,12,0,51947.33,14304.9,9425.99,66901.9,23146.1,178.78,38214.68,6544.1,35015.0,35913.47,9368.32,20787.0,1.0,1.0,0.0,0,0,1,4,49.0,0.0,63
14131884,36864,12,0,46201.83,19655.8,17878.22,84785.4,27395.5,192.68,40432.11,7621.2,15030.0,39936.22,19070.37,39050.9,1.0,1.0,0.0,2,1,1,4,51.0,0.0,74
3765219,63092,24,0,49900.92,9763.7,10671.87,126977.1,49403.8,291.75,32325.26,30989.6,10894.0,25446.73,21605.42,7324.8,0.0,1.0,0.0,3,1,1,5,22.0,0.0,98
5197776,189782,36,0,29717.47,13319.0,5547.03,58959.9,20628.4,106.53,21322.04,7037.98,6828.0,24452.67,6775.89,15161.0,0.0,0.0,0.0,0,1,0,7,35.0,0.0,24
11998091,45652,12,0,65211.12,20344.8,21884.97,127704.8,28143.9,255.86,44080.7,5636.28,36218.0,38636.57,20078.58,36404.9,0.0,0.0,0.0,2,1,1,3,29.0,0.0,63
9578660,83039,12,0,26466.2,13951.0,5601.13,47183.7,30557.5,184.09,15364.38,2624.92,2646.0,9770.35,5304.89,14170.6,0.0,0.0,0.0,0,1,1,0,58.0,0.0,22
7137317,52188,24,0,34225.25,4903.6,6187.76,100838.8,24953.9,152.36,17020.74,25232.07,7651.0,25483.66,21251.26,9240.8,0.0,0.0,0.0,0,0,1,7,18.0,0.0,47
2162712,252786,36,0,52007.14,19074.9,9795.05,58984.3,23044.9,136.72,33442.02,5631.71,38602.0,33222.45,7565.56,29698.0,0.0,1.0,0.0,0,1,1,7,33.0,1.0,32
2166641,96172,12,0,41222.12,25484.3,8298.81,59355.3,28173.6,154.36,15030.39,4329.27,10417.0,17761.73,14293.71,11641.0,0.0,0.0,0.0,0,0,1,1,25.0,0.0,19
784541,94331,12,0,50184.18,10050.3,15687.48,105432.4,42121.0,333.71,51608.27,39562.96,98166.0,39009.04,32416.47,48728.7,0.0,0.0,0.0,0,1,0,1,49.0,0.0,77
3058112,68437,12,0,35735.15,10813.9,5178.35,55073.7,33566.5,140.99,14971.14,4490.57,15150.0,8556.81,4515.34,16282.4,0.0,1.0,0.0,0,0,1,3,15.0,0.0,17
6963207,91554,48,0,52260.05,12756.7,15585.24,112456.0,24668.6,382.26,21544.45,4461.35,13568.0,32925.82,19879.96,11744.6,0.0,1.0,0.0,0,1,1,4,48.0,0.0,85
5466839,191920,36,0,49989.21,14100.1,8572.1,116393.8,30528.3,176.19,35557.18,4937.67,54009.0,43213.49,8993.07,87589.9,1.0,1.0,0.0,0,1,0,7,36.0,0.0,71
8582072,89883,12,0,37163.84,20703.5,9659.77,62953.8,44318.1,275.88,19950.0,14623.18,7597.0,9680.36,8375.23,8395.6,0.0,0.0,0.0,2,0,1,7,41.0,0.0,25
4863041,47415,24,0,34543.29,16210.0,6606.71,49307.2,34044.4,110.6,15347.29,2915.74,35823.0,17152.38,6129.12,14052.1,0.0,1.0,0.0,0,1,1,7,33.0,1.0,48
9572149,30526,48,0,24970.01,14774.8,3451.43,46615.9,24232.7,153.67,15312.86,4530.57,21703.0,5608.52,4199.6,16753.0,0.0,1.0,0.0,0,0,1,4,31.0,1.0,49
3552896,17422,12,0,40565.4,19361.8,8566.62,64779.5,38690.2,146.45,8303.99,4775.02,34951.0,9735.12,5543.59,21123.9,0.0,1.0,0.0,2,1,1,4,25.0,0.0,99
312313,149139,36,0,54718.61,25723.5,16848.87,119758.0,21034.9,282.16,54011.89,37237.85,20611.0,47577.78,36693.44,27367.1,0.0,1.0,0.0,0,0,1,0,23.0,1.0,71
14767572,52743,36,0,36224.6,23482.2,8451.35,115661.1,20720.3,136.14,29092.47,4405.42,30331.0,43947.04,19008.56,41918.1,0.0,1.0,0.0,0,1,1,7,39.0,0.0,20
3103261,6122,12,0,28837.93,11651.2,6126.14,48878.4,18563.0,113.36,15748.36,3415.66,17352.0,14892.67,5278.52,19624.3,0.0,1.0,0.0,0,0,1,1,42.0,0.0,66
13479485,73909,36,0,38295.23,17203.1,11428.25,121450.3,49228.6,157.65,20451.08,31276.74,10869.0,17454.4,9056.66,17383.5,0.0,0.0,0.0,0,0,1,2,30.0,0.0,64
15054444,54870,12,0,57063.49,4462.2,18566.07,138157.4,63725.6,257.71,51077.81,43763.07,67185.0,49831.77,36175.02,108264.9,0.0,0.0,0.0,0,0,1,4,37.0,0.0,45
16371491,94040,12,0,62255.84,20861.7,17835.41,121110.7,34533.7,163.49,32482.31,6226.46,44262.0,41883.13,31603.06,44794.2,0.0,0.0,0.0,2,0,0,1,51.0,0.0,63
13235779,88886,12,0,60132.92,20225.4,16871.03,96524.5,41545.3,353.01,47337.59,8086.36,97276.0,27935.06,24360.03,98453.1,0.0,0.0,0.0,0,1,1,3,25.0,1.0,59
9216882,62817,24,0,63551.86,16535.0,18249.85,113360.1,45661.2,497.31,22648.25,7601.75,12007.0,51542.16,23359.69,41019.2,0.0,0.0,0.0,0,0,1,5,42.0,0.0,40
1288393,63798,24,0,54480.9,19608.7,15790.17,123870.6,34437.8,217.68,18817.57,19924.29,10575.0,35114.83,9563.87,21588.4,0.0,1.0,0.0,2,1,1,2,29.0,0.0,45
4692734,59808,48,0,23137.34,14207.1,2144.81,29090.3,39040.8,103.57,10544.19,2249.23,6996.0,3166.81,2695.72,12538.1,0.0,0.0,0.0,0,1,1,0,48.0,0.0,26
5169703,39331,12,0,22306.58,13705.3,5732.82,44581.8,20446.2,155.35,14153.06,3423.67,12821.0,12395.26,5551.33,18360.6,0.0,1.0,0.0,0,1,1,0,53.0,0.0,23
10951527,123420,12,0,51623.83,9005.2,13034.56,106918.7,43726.7,171.23,51007.09,38575.91,117787.0,41868.85,15491.79,80290.4,1.0,1.0,0.0,0,1,1,5,36.0,0.0,34
